Item number,Custom label (SKU),Title,Relationship ,Relationship details,P:UPC,Available quantity,Start price,Buy It Now price,Reserve price,Current price (future),Format,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay category 1 name,eBay category 1 number,Listing site,High Bid,Bids,Watchers,Start date,End date,Sold status,Relist status,
"317271591805",48cfdefc-6882-42e1-b174-11fb2a0fa414,Vintage Nike Spellout Pullover Hoodie Womens Large Black,,,"Does Not Apply","1","18.0",,,18.0,FixedPrice,"New with tags","","","","","Hoodies & Sweatshirts","155226","US",,"","0","Sep-11-25 15:52:15 PDT","Dec-06-25 13:05:38 PST",Unsold,Not relisted
"317272849343",2760b27b-6582-47bb-5b8d-6202ccb35920,"Vintage 90s Warner Bros. Michigan J. Frog "",Hello My Baby"" T-Shirt",,,"Does Not Apply","1","35.0",,,35.0,FixedPrice,"Pre-owned - Good","","","","","T-Shirts","15687","US",,"","","Sep-11-25 21:55:19 PDT","Dec-15-25 17:13:12 PST",Unsold,Not relisted
"317288408726",,Aerosmith Mens Large Dark Grey Vintage 2000 Band Tee Aero Force One Grail,,,"","1","48.0",,,48.0,FixedPrice,"","","","","","Apparel","104667","US",,"","","Sep-15-25 07:55:24 PDT","Dec-01-25 00:54:51 PST",Unsold,Not relisted
"317288409628",,Disney Mens Sweatshirt Size XL White Vintage 91 Disneyland Mickey Mouse Retro,,,"","1","30.0",,,30.0,FixedPrice,"Pre-owned - Excellent","","","","","Sweats & Tracksuits","175778","US",,"","3","Sep-15-25 07:56:40 PDT","Dec-01-25 00:54:50 PST",Unsold,Not relisted
"317288919409",,Jerzees Widmer Beer Mens XL Vintage 90s Dark Green Henley Retro Tee,,,"","1","22.0",,,22.0,FixedPrice,"Used","","","","","Clothing","50736","US",,"","","Sep-15-25 11:02:59 PDT","Dec-01-25 00:54:48 PST",Unsold,Not relisted
"317289856567",,Hanes Mens XL Vintage 90s Y2K Surf Long Sleeve Tee Off-White Graphic Tribal,,,"Does not apply","1","25.0",,,25.0,FixedPrice,"Pre-owned - Fair","","","","","T-Shirts","15687","US",,"","1","Sep-15-25 16:24:17 PDT","Dec-01-25 00:54:44 PST",Unsold,Not relisted
"317308931209",,Harley-Davidson 3D Emblem Vintage Sturgis Single Stitch Medium Grail Rare Tee,,,"","1","99.99",,,99.99,FixedPrice,"Used","","","","","T-Shirts","60222","US",,"","","Sep-19-25 22:40:18 PDT","Dec-01-25 00:54:44 PST",Unsold,Not relisted
"317308931734",,3D Emblem Vintage 1990s Harley Davidson Single Stitch American Flag TShirt XL,,,"","1","79.99",,,79.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","1","Sep-19-25 22:40:24 PDT","Dec-06-25 01:13:40 PST",Unsold,Not relisted
"317308932498",,Vintage 1990 3D Emblem Harley Davidson Mens Large Daytona Single Stitch Grail,,,"","1","119.99",,,119.99,FixedPrice,"Used","","","","","T-Shirts","60222","US",,"","","Sep-19-25 22:40:35 PDT","Dec-01-25 00:54:43 PST",Unsold,Not relisted
"317373090846",,NBA Basketball Jersey Mens Size XL Hornets Lamelo Ball Fan Apparel Collectible,,,"Does not apply","1","35.0",,,35.0,FixedPrice,"Used","","","","","Basketball-NBA","24442","US",,"","","Oct-05-25 00:23:25 PDT","Dec-06-25 01:13:40 PST",Unsold,Not relisted
"317373129812",,VTG Nike Mens Medium Navy Blue 90s Made In USA Embroidered Crewneck Faded,,,"","1","34.0",,,34.0,FixedPrice,"Pre-owned - Good","","","","","Sweaters","175774","US",,"","","Oct-05-25 00:32:01 PDT","Nov-22-25 05:45:19 PST",Unsold,Not relisted
"317374776844",,All Sport VTG 90s March For Jesus T-shirt Mens XL Black Single Stitch,,,"Does not apply","1","25.0",,,25.0,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","15687","US",,"","","Oct-05-25 10:47:52 PDT","Dec-01-25 00:52:08 PST",Unsold,Not relisted
"317374782201",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","120.0","399.99",0.0,120.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","1","Oct-05-25 10:48:52 PDT","Oct-12-25 10:48:52 PDT",Unsold,Relisted
"317374784649",,Nike Mens XL Faded Light Blue Grey Vintage 90s Hooded Full Zip Windbreaker Retro,,,"Does not apply","1","29.99",,,29.99,FixedPrice,"Pre-owned - Good","","","","","Coats, Jackets & Vests","57988","US",,"","2","Oct-05-25 10:51:48 PDT","Dec-06-25 01:13:39 PST",Unsold,Not relisted
"317374786228",,SuperGenius Band Tee Mens Size XL Black Vintage Distressed Grail Grunge,,,"Does not apply","1","49.99",,,49.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","15687","US",,"","","Oct-05-25 10:53:58 PDT","Dec-06-25 01:13:38 PST",Unsold,Not relisted
"317405985539",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","120.0","399.99",0.0,120.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Oct-12-25 10:49:03 PDT","Oct-19-25 10:49:03 PDT",Unsold,Relisted
"317437117031",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","120.0","399.99",0.0,120.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Oct-19-25 10:49:17 PDT","Oct-26-25 10:49:17 PDT",Unsold,Relisted
"317467447138",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","120.0","399.99",0.0,120.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Oct-26-25 10:51:09 PDT","Nov-02-25 10:51:09 PST",Unsold,Relisted
"317494659664",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","99.0","285.0",0.0,99.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Nov-02-25 10:51:17 PST","Nov-09-25 10:51:17 PST",Unsold,Relisted
"317504088649",,Hurley Crewneck Sweatshirt Large Purple Vintage Y2K Center Hit Embroidered,,,"","1","25.0",,,25.0,FixedPrice,"Pre-owned - Excellent","","","","","Sweats & Tracksuits","175778","US",,"","","Nov-04-25 17:30:31 PST","Nov-07-25 19:45:12 PST",Unsold,Not relisted
"317517969478",,Vintage 50s 60s Sukajan Bomber Jacket Mens Small Purple Velvet Dragon,,,"","1","299.99",,,299.99,FixedPrice,"Pre-owned - Good","","","","","Outerwear Coats & Jackets","175771","US",,"","2","Nov-08-25 11:34:01 PST","Dec-11-25 19:18:03 PST",Unsold,Not relisted
"317517970315",,Metallica Vintage 1992 AOP Pushhead Distressed Single Stitch T-Shirt,,,"","1","399.99",,,399.99,FixedPrice,"","","","","","Apparel","104953","US",,"","","Nov-08-25 11:35:03 PST","Nov-09-25 23:30:12 PST",Unsold,Not relisted
"317517971227",,Vintage University Of Oregon Ducks 1995 Rose Bowl Football Crewneck XL,,,"","1","49.99",,,49.99,FixedPrice,"Pre-owned - Good","","","","","Sweaters","175774","US",,"","0","Nov-08-25 11:35:50 PST","Dec-01-25 12:45:23 PST",Unsold,Not relisted
"317518047215",,Vintage 1990 Freedom Bowl VII Oregon Ducks Football Tee XL White Single Stitch,,,"Does not apply","1","35.0",,,35.0,FixedPrice,"","","","","","Shirts","64497","US",,"","","Nov-08-25 12:13:33 PST","Dec-01-25 00:54:42 PST",Unsold,Not relisted
"317518051204",,Blink-182 Vintage 90s 00s Rabbit Bunny Long Sleeve Band Tee Mens Small,,,"","1","59.99",,,59.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","0","Nov-08-25 12:15:23 PST","Nov-19-25 16:17:03 PST",Unsold,Not relisted
"317518051697",,The North Face Nuptse 700 Mens XL Black Puffer Down Vintage Repaired Hole,,,"Does not apply","1","99.99",,,99.99,FixedPrice,"Pre-owned - Good","","","","","Coats, Jackets & Vests","57988","US",,"","0","Nov-08-25 12:16:05 PST","Dec-04-25 14:07:10 PST",Unsold,Not relisted
"317518053308",,The North Face Vintage Black Womens Large 700 Down Puffer Jacket Grail,,,"Does not apply","1","110.0",,,110.0,FixedPrice,"Pre-owned - Good","","","","","Coats, Jackets & Vests","63862","US",,"","","Nov-08-25 12:17:23 PST","Nov-09-25 14:34:43 PST",Unsold,Not relisted
"317518304702",,Vintage 80s Grateful Fred Flintstones Band Tee Rare T-Shirt Mens XL,,,"","1","149.99",,,149.99,FixedPrice,"","","","","","Apparel","29908","US",,"","0","Nov-08-25 14:24:07 PST","Nov-20-25 16:52:28 PST",Unsold,Not relisted
"317521253348",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","99.0","285.0",0.0,99.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Nov-09-25 10:51:39 PST","Nov-16-25 10:51:39 PST",Unsold,Relisted
"317522470943",,Fruit Of The Loom Vintage 2000s Osama Bin Laden Propaganda T-Shirt Large White,,,"","1","49.99",,,49.99,FixedPrice,"Pre-owned - Good","","","","","T-Shirts","175781","US",,"","","Nov-09-25 19:21:50 PST","Nov-22-25 05:45:22 PST",Unsold,Not relisted
"317522472268",,Iron Maiden 1991 No Prayer Road Tour VTG Distressed Single Stitch Mens Large Tee,,,"","1","119.99",,,119.99,FixedPrice,"","","","","","Apparel","104760","US",,"","","Nov-09-25 19:23:09 PST","Dec-06-25 01:13:37 PST",Unsold,Not relisted
"317547624915",,Iron Maiden Band Tee Mens Size Small White Vintage Concert Heavy Metal Grail,,,"","1","50.0","285.0",0.0,50.0,Auction,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Nov-16-25 10:52:18 PST","Nov-22-25 11:35:09 PST",Unsold,Not relisted
"317547646811",,Nike Vintage 90s Center Swoosh Oregon Ducks Crewneck Sweatshirt XXL Grey,,,"Does not apply","1","29.99",,,29.99,FixedPrice,"Pre-owned - Excellent","","","","","Hoodies & Sweatshirts","155183","US",,"","2","Nov-16-25 11:04:20 PST","Nov-18-25 21:45:15 PST",Unsold,Not relisted
"317566176025",,Vintage 80s Grateful Fred Flintstones Band Tee Rare T-Shirt Mens XL,,,"","1","149.99",,,149.99,FixedPrice,"","","","","","Apparel","29908","US",,"","","Nov-20-25 16:52:36 PST","Dec-06-25 01:13:36 PST",Unsold,Not relisted
"317571233218",,LOGO 9 Vintage 1998 World Series NY Yankees Padres T-Shirt XXL Graphic,,,"Does not apply","1","49.99",,,49.99,FixedPrice,"Used","","","","","Baseball-MLB","24410","US",,"","0","Nov-21-25 19:42:27 PST","Dec-06-25 01:13:37 PST",Unsold,Not relisted
"317599731839",,Carhartt Vintage Distressed Faded Black Double Knee Work Pants 36x34 RARE,,,"","1","119.99",,,119.99,FixedPrice,"Pre-owned - Good","","","","","Pants","175780","US",,"","","Nov-28-25 13:35:42 PST","Dec-04-25 12:37:28 PST",Unsold,Not relisted
"317607413820",,FRUIT OF THE LOOM BEST VTG 90s Smokemon Pokemon Parody Weed Tee Medium Mens,,,"","1","159.99",,,159.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Nov-30-25 13:05:05 PST","Dec-04-25 12:37:06 PST",Unsold,Not relisted
"317607451537",,Vtg 80s Salem Sportswear Rex Chapman Hornets Single Stitch T-Shirt M Gray,,,"","1","39.99",,,39.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Nov-30-25 13:13:31 PST","Dec-17-25 22:36:05 PST",Unsold,Not relisted
"317607452564",,Vintage 2003 Terminator 3 Movie Promo T-Shirt XL Black Graphic Crew Neck,,,"","1","49.99",,,49.99,FixedPrice,"","","","","","T-Shirts","60289","US",,"","","Nov-30-25 13:14:16 PST","Dec-14-25 18:30:40 PST",Unsold,Not relisted
"317611847141",,Vintage 90s Aphex Twin Off-White Graphic Tee Small Mens Medium Rare,,,"","1","299.99",,,299.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","","Dec-01-25 13:46:42 PST","Dec-17-25 22:37:32 PST",Unsold,Not relisted
"317611849732",,Vintage 80s 90s MC Escher AOP Single Stitch Art Tee Shirt Grail Medium Large,,,"","1","299.99",,,299.99,FixedPrice,"Pre-owned - Excellent","","","","","T-Shirts","175781","US",,"","2","Dec-01-25 13:48:05 PST","Dec-11-25 18:07:23 PST",Unsold,Not relisted
"317611857125",,Vintage 1993 Dead Head Grateful Dead Fashion Victim Tee Single Stitch,,,"","1","199.99",,,199.99,FixedPrice,"","","","","","Apparel","29908","US",,"","","Dec-01-25 13:48:51 PST","Dec-17-25 22:37:53 PST",Unsold,Not relisted
"317624659456",,Carhartt Vintage Distressed Faded Black Double Knee Work Pants 36x34 RARE,,,"","1","119.99",,,119.99,FixedPrice,"Pre-owned - Good","","","","","Pants","175780","US",,"","1","Dec-04-25 12:37:38 PST","Dec-16-25 00:28:35 PST",Unsold,Not relisted
"317651228269",,VTG Carhartt Faded Red Bomber Hooded Jacket Distressed XL Rare,,,"","1","225.0",,,225.0,FixedPrice,"Pre-owned - Fair","","","","","Outerwear Coats & Jackets","175771","US",,"","0","Dec-11-25 16:08:29 PST","Dec-11-25 18:03:49 PST",Unsold,Not relisted
"317651627793",,VTG Carhartt Faded Red Bomber Hooded Jacket Distressed XL Rare,,,"","1","225.0",,,225.0,FixedPrice,"Pre-owned - Fair","","","","","Outerwear Coats & Jackets","175771","US",,"","","Dec-11-25 18:03:57 PST","Dec-15-25 17:25:14 PST",Unsold,Not relisted
"317651726098",,Carhartt Vintage Faded Denim Chore Jacket XL Blue Button Up Workwear,,,"Does not apply","1","199.99",,,199.99,FixedPrice,"Pre-owned","","","","","Jackets & Vests","175629","US",,"","","Dec-11-25 18:35:19 PST","Dec-15-25 17:25:24 PST",Unsold,Not relisted
"317669636379",,Levis 1970s Vintage Tan Corduroy Flare Bell Bottom W32 L34 Faded,,,"","1","39.99",,,39.99,FixedPrice,"Pre-owned - Good","","","","","Pants","175780","US",,"","","Dec-17-25 13:39:51 PST","Dec-17-25 15:30:16 PST",Unsold,Not relisted
"317669637900",,Lucky Brand VTG 90s Light Wash Distressed Ripped Flared Jeans 30x32,,,"","1","29.99",,,29.99,FixedPrice,"Pre-owned - Good","","","","","Jeans","175773","US",,"","","Dec-17-25 13:40:33 PST","Dec-19-25 06:30:28 PST",Unsold,Not relisted
"317669932764",,VTG 50s 60s German Bomber Distressed Leather Jacket TALON Zipper Large,,,"","1","200.0",,,200.0,FixedPrice,"Pre-owned - Good","","","","","Outerwear Coats & Jackets","175771","US",,"","5","Dec-17-25 15:51:02 PST","Dec-20-25 07:45:13 PST",Unsold,Not relisted
"317670614611",,Pendleton Mens M 70s 80s Vintage Full-Zip Knit Geometric Cardigan,,,"","1","35.0",,,35.0,FixedPrice,"Pre-owned - Good","","","","","Sweaters","175774","US",,"","1","Dec-17-25 19:57:57 PST","Dec-19-25 21:00:14 PST",Unsold,Not relisted
"317680987857",,VTG 80s Levi's Orange Tab 32x34 Light Blue Straight Leg Jeans,,,"","1","29.99",,,29.99,FixedPrice,"Pre-owned - Excellent","","","","","Jeans","175773","US",,"","","Dec-20-25 17:52:52 PST","Dec-22-25 01:30:14 PST",Unsold,Not relisted
"317680994498",,Levi's 501 Vintage 90s Light Wash Denim Jeans 30x34 Button Fly Made In USA,,,"","1","29.99",,,29.99,FixedPrice,"Pre-owned - Excellent","","","","","Jeans","175773","US",,"","0","Dec-20-25 17:56:23 PST","Dec-20-25 20:15:14 PST",Unsold,Not relisted
"317694773434",,True Religion Bobby Big T VTG 90s 38x34 Light Blue Baggy Distressed Jeans,,,"","1","44.99",,,44.99,FixedPrice,"Pre-owned - Fair","","","","","Jeans","175773","US",,"","","Dec-24-25 15:17:09 PST","Dec-25-25 10:15:12 PST",Unsold,Not relisted
